Firmenname,FNR,Staat,Ort,PLZ,Straße,Gewerbezweig,Funktion,Name,Dummy_Eigenkapitalquote,Dummy_Bilanzsumme
Firma_889,FNR_8325,Deutschland,Redlham,85221,Straße_8,Finanzen,Geschäftsführer,Name_889,0.35,43970625.02
Firma_890,FNR_8869,Österreich,Salzburg,46664,Straße_68,Finanzen,Geschäftsführer,Name_890,0.59,98903407.83
Firma_891,FNR_5922,Österreich,Linz,99118,Straße_96,Finanzen,Geschäftsführer,Name_891,0.59,80071416.25
Firma_892,FNR_4104,Österreich,Salzburg,44338,Straße_52,Handel,Geschäftsführer,Name_892,0.55,37076657.02
Firma_893,FNR_4798,Österreich,Linz,19882,Straße_65,Finanzen,Geschäftsführer,Name_893,0.16,65245346.68
Firma_894,FNR_7297,Österreich,Amstetten,51408,Straße_33,IT,Geschäftsführer,Name_894,0.34,97360328.25
Firma_895,FNR_9681,Deutschland,Salzburg,61727,Straße_27,IT,Geschäftsführer,Name_895,0.57,66886738.23
Firma_896,FNR_2240,Deutschland,Wien,17212,Straße_92,Produktion,Geschäftsführer,Name_896,0.42,17711850.28
Firma_897,FNR_5840,Deutschland,Redlham,33048,Straße_45,Handel,Geschäftsführer,Name_897,0.27,19413288.28
Firma_898,FNR_2292,Schweiz,Salzburg,60873,Straße_39,Finanzen,Geschäftsführer,Name_898,0.19,50757200.15
Firma_899,FNR_4167,Deutschland,Linz,63076,Straße_38,Produktion,Geschäftsführer,Name_899,0.37,64080404.7
Firma_900,FNR_8014,Schweiz,Salzburg,16438,Straße_8,Finanzen,Geschäftsführer,Name_900,0.56,63646398.69
Firma_901,FNR_7176,Deutschland,Amstetten,94997,Straße_58,Handel,Geschäftsführer,Name_901,0.3,62458237.48
Firma_902,FNR_1423,Schweiz,Wien,13792,Straße_36,Produktion,Geschäftsführer,Name_902,0.32,31023189.24
Firma_903,FNR_9442,Österreich,Linz,37306,Straße_41,Handel,Geschäftsführer,Name_903,0.5,58058765.29
Firma_904,FNR_9963,Schweiz,Amstetten,55132,Straße_89,IT,Geschäftsführer,Name_904,0.32,79222400.51
Firma_905,FNR_2304,Deutschland,Redlham,55268,Straße_67,Handel,Geschäftsführer,Name_905,0.28,75387528.06
Firma_906,FNR_9380,Österreich,Redlham,19832,Straße_86,Produktion,Geschäftsführer,Name_906,0.2,65052677.59
Firma_907,FNR_8869,Deutschland,Gmunden,74443,Straße_66,Finanzen,Geschäftsführer,Name_907,0.22,25444287.96
Firma_908,FNR_4233,Schweiz,Linz,50816,Straße_67,Finanzen,Geschäftsführer,Name_908,0.46,90062032.22
Firma_909,FNR_3344,Österreich,Linz,22954,Straße_50,Dienstleistung,Geschäftsführer,Name_909,0.15,47493890.66
Firma_910,FNR_5079,Österreich,Amstetten,45704,Straße_77,Finanzen,Geschäftsführer,Name_910,0.35,93160661.49
Firma_911,FNR_5252,Deutschland,Redlham,17405,Straße_80,Finanzen,Geschäftsführer,Name_911,0.5,79791463.2
Firma_912,FNR_4810,Schweiz,Gmunden,11813,Straße_53,Handel,Geschäftsführer,Name_912,0.32,69986569.19
Firma_913,FNR_2900,Schweiz,Linz,50386,Straße_37,IT,Geschäftsführer,Name_913,0.24,45175047.0
Firma_914,FNR_7659,Deutschland,Salzburg,84596,Straße_63,IT,Geschäftsführer,Name_914,0.16,76036629.62
Firma_915,FNR_9678,Deutschland,Linz,43077,Straße_48,Produktion,Geschäftsführer,Name_915,0.5,89057252.68
Firma_916,FNR_7939,Schweiz,Redlham,48081,Straße_77,Dienstleistung,Geschäftsführer,Name_916,0.2,26626843.95
Firma_917,FNR_8930,Österreich,Gmunden,61656,Straße_24,Produktion,Geschäftsführer,Name_917,0.49,79410483.99
Firma_918,FNR_7242,Österreich,Wien,24003,Straße_80,Produktion,Geschäftsführer,Name_918,0.48,11056041.75
Firma_919,FNR_6491,Schweiz,Wien,74365,Straße_84,IT,Geschäftsführer,Name_919,0.43,69525934.44
Firma_920,FNR_1562,Österreich,Amstetten,74174,Straße_4,IT,Geschäftsführer,Name_920,0.32,55924760.48
Firma_921,FNR_8229,Schweiz,Guntramsdorf,92722,Straße_16,Dienstleistung,Geschäftsführer,Name_921,0.22,24579414.85
Firma_922,FNR_8933,Österreich,Wien,12387,Straße_89,Produktion,Geschäftsführer,Name_922,0.6,42525776.0
Firma_923,FNR_5755,Deutschland,Redlham,72034,Straße_84,Dienstleistung,Geschäftsführer,Name_923,0.27,51132642.56
Firma_924,FNR_8033,Österreich,Redlham,47582,Straße_55,IT,Geschäftsführer,Name_924,0.47,44521943.71
Firma_925,FNR_7135,Schweiz,Salzburg,40472,Straße_48,Finanzen,Geschäftsführer,Name_925,0.51,26465063.65
Firma_926,FNR_5101,Österreich,Redlham,39772,Straße_49,Handel,Geschäftsführer,Name_926,0.44,4179932.76
Firma_927,FNR_5878,Österreich,Redlham,69901,Straße_14,Handel,Geschäftsführer,Name_927,0.22,88888955.0
Firma_928,FNR_2537,Österreich,Guntramsdorf,11724,Straße_55,Produktion,Geschäftsführer,Name_928,0.59,16761448.33
Firma_929,FNR_3974,Schweiz,Linz,62198,Straße_53,IT,Geschäftsführer,Name_929,0.42,80198907.53
Firma_930,FNR_9080,Deutschland,Amstetten,59639,Straße_73,Produktion,Geschäftsführer,Name_930,0.52,78076254.53
Firma_931,FNR_9270,Deutschland,Salzburg,58058,Straße_100,Handel,Geschäftsführer,Name_931,0.16,17065615.13
Firma_932,FNR_4181,Österreich,Redlham,33884,Straße_7,Produktion,Geschäftsführer,Name_932,0.45,4991245.12
Firma_933,FNR_5554,Schweiz,Amstetten,34103,Straße_78,Finanzen,Geschäftsführer,Name_933,0.15,60961255.38
Firma_934,FNR_1879,Schweiz,Guntramsdorf,66794,Straße_53,Produktion,Geschäftsführer,Name_934,0.54,56511162.44
Firma_935,FNR_2789,Schweiz,Linz,49991,Straße_22,Produktion,Geschäftsführer,Name_935,0.39,71403932.17
Firma_936,FNR_3852,Österreich,Amstetten,58952,Straße_39,Dienstleistung,Geschäftsführer,Name_936,0.24,50258015.57
Firma_937,FNR_9431,Schweiz,Redlham,99879,Straße_35,Produktion,Geschäftsführer,Name_937,0.59,45051131.95
Firma_938,FNR_3444,Schweiz,Redlham,55201,Straße_38,Finanzen,Geschäftsführer,Name_938,0.51,72604367.97
Firma_939,FNR_2854,Schweiz,Linz,35155,Straße_39,IT,Geschäftsführer,Name_939,0.25,41997836.71
Firma_940,FNR_2582,Deutschland,Wien,31726,Straße_80,Dienstleistung,Geschäftsführer,Name_940,0.37,9700621.7
Firma_941,FNR_9458,Österreich,Wien,78601,Straße_12,Finanzen,Geschäftsführer,Name_941,0.59,79882429.77
Firma_942,FNR_1833,Schweiz,Salzburg,44461,Straße_8,Dienstleistung,Geschäftsführer,Name_942,0.29,1173884.82
Firma_943,FNR_8066,Österreich,Amstetten,37448,Straße_96,Dienstleistung,Geschäftsführer,Name_943,0.18,50253426.74
Firma_944,FNR_9295,Schweiz,Guntramsdorf,84648,Straße_20,IT,Geschäftsführer,Name_944,0.55,61666706.41
Firma_945,FNR_3759,Deutschland,Linz,64582,Straße_43,Dienstleistung,Geschäftsführer,Name_945,0.57,85898088.78
Firma_946,FNR_6810,Schweiz,Gmunden,87220,Straße_12,Handel,Geschäftsführer,Name_946,0.5,50874132.25
Firma_947,FNR_4116,Schweiz,Redlham,97084,Straße_11,Produktion,Geschäftsführer,Name_947,0.57,4748615.21
Firma_948,FNR_5449,Schweiz,Gmunden,73606,Straße_11,Handel,Geschäftsführer,Name_948,0.18,32107975.97
Firma_949,FNR_6490,Schweiz,Wien,86449,Straße_25,Dienstleistung,Geschäftsführer,Name_949,0.43,21262232.25
Firma_950,FNR_5201,Schweiz,Amstetten,17766,Straße_65,IT,Geschäftsführer,Name_950,0.5,28611274.59
Firma_951,FNR_3865,Österreich,Gmunden,82380,Straße_58,Produktion,Geschäftsführer,Name_951,0.14,33744053.7
Firma_952,FNR_7458,Österreich,Wien,74279,Straße_3,IT,Geschäftsführer,Name_952,0.29,59714521.81
Firma_953,FNR_8582,Deutschland,Guntramsdorf,18114,Straße_60,Finanzen,Geschäftsführer,Name_953,0.48,37532514.43
Firma_954,FNR_9266,Schweiz,Redlham,14437,Straße_62,Finanzen,Geschäftsführer,Name_954,0.4,1097449.92
Firma_955,FNR_5854,Schweiz,Gmunden,62971,Straße_73,Handel,Geschäftsführer,Name_955,0.27,36495361.7
Firma_956,FNR_1447,Deutschland,Gmunden,22487,Straße_63,Handel,Geschäftsführer,Name_956,0.11,18260034.56
Firma_957,FNR_1889,Österreich,Linz,61824,Straße_1,Dienstleistung,Geschäftsführer,Name_957,0.22,62078719.04
Firma_958,FNR_7665,Schweiz,Amstetten,39633,Straße_73,Dienstleistung,Geschäftsführer,Name_958,0.52,26556931.53
Firma_959,FNR_4660,Deutschland,Redlham,15957,Straße_61,IT,Geschäftsführer,Name_959,0.49,48588775.02
Firma_960,FNR_2529,Schweiz,Wien,83941,Straße_67,Finanzen,Geschäftsführer,Name_960,0.37,23239637.53
Firma_961,FNR_3942,Österreich,Salzburg,94527,Straße_55,Produktion,Geschäftsführer,Name_961,0.51,19638907.7
Firma_962,FNR_7579,Schweiz,Linz,14440,Straße_19,Dienstleistung,Geschäftsführer,Name_962,0.18,84138209.4
Firma_963,FNR_9293,Deutschland,Gmunden,76111,Straße_7,Finanzen,Geschäftsführer,Name_963,0.29,83484895.2
Firma_964,FNR_7472,Schweiz,Amstetten,96173,Straße_35,Dienstleistung,Geschäftsführer,Name_964,0.32,60889859.37
Firma_965,FNR_4668,Schweiz,Amstetten,13789,Straße_64,Dienstleistung,Geschäftsführer,Name_965,0.44,57423410.67
Firma_966,FNR_5532,Österreich,Guntramsdorf,95860,Straße_74,Handel,Geschäftsführer,Name_966,0.3,93482491.49
Firma_967,FNR_4394,Deutschland,Gmunden,16066,Straße_52,Handel,Geschäftsführer,Name_967,0.52,4973082.55
Firma_968,FNR_6682,Deutschland,Gmunden,13196,Straße_29,Produktion,Geschäftsführer,Name_968,0.15,12444666.79
Firma_969,FNR_1969,Österreich,Linz,42107,Straße_20,Produktion,Geschäftsführer,Name_969,0.2,60998601.3
Firma_970,FNR_3182,Österreich,Salzburg,71275,Straße_13,Handel,Geschäftsführer,Name_970,0.55,88917157.16
Firma_971,FNR_7561,Deutschland,Gmunden,97819,Straße_60,Dienstleistung,Geschäftsführer,Name_971,0.41,88571371.8
Firma_972,FNR_8352,Schweiz,Redlham,19765,Straße_27,Handel,Geschäftsführer,Name_972,0.23,13104898.82
Firma_973,FNR_6789,Schweiz,Gmunden,26774,Straße_84,Handel,Geschäftsführer,Name_973,0.22,39831807.51
Firma_974,FNR_3427,Österreich,Redlham,77932,Straße_64,Dienstleistung,Geschäftsführer,Name_974,0.2,3782931.36
Firma_975,FNR_9032,Österreich,Redlham,90280,Straße_12,Dienstleistung,Geschäftsführer,Name_975,0.3,79390538.63
Firma_976,FNR_5199,Deutschland,Guntramsdorf,22468,Straße_47,Dienstleistung,Geschäftsführer,Name_976,0.4,38475485.57
Firma_977,FNR_1198,Österreich,Gmunden,33426,Straße_85,Dienstleistung,Geschäftsführer,Name_977,0.47,54214889.14
Firma_978,FNR_1406,Schweiz,Linz,29552,Straße_19,IT,Geschäftsführer,Name_978,0.27,2629142.69
Firma_979,FNR_2845,Deutschland,Linz,53153,Straße_60,IT,Geschäftsführer,Name_979,0.42,22965382.32
Firma_980,FNR_6621,Deutschland,Salzburg,17696,Straße_32,IT,Geschäftsführer,Name_980,0.5,89122358.4
Firma_981,FNR_5587,Deutschland,Redlham,16880,Straße_59,Dienstleistung,Geschäftsführer,Name_981,0.22,24422107.12
Firma_982,FNR_4640,Schweiz,Wien,87658,Straße_51,Handel,Geschäftsführer,Name_982,0.15,1941721.5
Firma_983,FNR_3916,Österreich,Gmunden,33650,Straße_71,Finanzen,Geschäftsführer,Name_983,0.32,89045996.1
Firma_984,FNR_5804,Österreich,Wien,68600,Straße_58,Produktion,Geschäftsführer,Name_984,0.13,47594317.14
Firma_985,FNR_5770,Deutschland,Amstetten,12998,Straße_98,Handel,Geschäftsführer,Name_985,0.58,7901986.94
Firma_986,FNR_1257,Schweiz,Salzburg,60195,Straße_65,Produktion,Geschäftsführer,Name_986,0.15,50808167.4
Firma_987,FNR_2943,Schweiz,Wien,22164,Straße_38,Dienstleistung,Geschäftsführer,Name_987,0.56,36514586.91
Firma_988,FNR_7890,Deutschland,Salzburg,50817,Straße_35,Produktion,Geschäftsführer,Name_988,0.26,15551269.28
Firma_989,FNR_1991,Österreich,Salzburg,61355,Straße_59,Handel,Geschäftsführer,Name_989,0.17,32244691.74
Firma_990,FNR_4986,Schweiz,Gmunden,65776,Straße_69,Produktion,Geschäftsführer,Name_990,0.55,88562009.64
Firma_991,FNR_2668,Deutschland,Salzburg,40519,Straße_45,Produktion,Geschäftsführer,Name_991,0.21,53903351.51
Firma_992,FNR_6679,Deutschland,Amstetten,20016,Straße_52,IT,Geschäftsführer,Name_992,0.25,39726093.43
Firma_993,FNR_9021,Deutschland,Wien,92403,Straße_45,Finanzen,Geschäftsführer,Name_993,0.31,63962928.06
Firma_994,FNR_8770,Österreich,Redlham,93015,Straße_17,Finanzen,Geschäftsführer,Name_994,0.26,85975462.45
Firma_995,FNR_5524,Schweiz,Guntramsdorf,80745,Straße_14,IT,Geschäftsführer,Name_995,0.35,16421477.67
Firma_996,FNR_6653,Schweiz,Gmunden,58267,Straße_52,Dienstleistung,Geschäftsführer,Name_996,0.56,86361487.72
Firma_997,FNR_2646,Österreich,Salzburg,76214,Straße_49,Produktion,Geschäftsführer,Name_997,0.59,7316204.73
Firma_998,FNR_7578,Österreich,Gmunden,79688,Straße_96,Produktion,Geschäftsführer,Name_998,0.17,60629155.13
Firma_999,FNR_7058,Deutschland,Linz,57502,Straße_87,Finanzen,Geschäftsführer,Name_999,0.58,46666814.93
Firma_1000,FNR_8475,Schweiz,Gmunden,90813,Straße_85,Handel,Geschäftsführer,Name_1000,0.55,18250323.79
